#Number of Records in Grid: 327
#Number of Samples in Grid: 327
#Grid Interval in Scan Direction: 32
#Grid Interval in Pix Direction: 32
#  Latitude  Longitude Slant Range Incidence_Angle
 21.188561  69.699568 -9999.000000 -9999.000000
 21.188538  69.705116 -9999.000000 -9999.000000
 21.188515  69.710665 -9999.000000 -9999.000000
 21.188492  69.716213 -9999.000000 -9999.000000
 21.188468  69.721761 -9999.000000 -9999.000000
 21.188444  69.727310 -9999.000000 -9999.000000
 21.188420  69.732858 709365.371273  43.744835
 21.188396  69.738406 708972.917380  43.706576
 21.188372  69.743954 708580.737775  43.668279
 21.188347  69.749503 708188.833213  43.629942
 21.188323  69.755051 707797.205050  43.591566
 21.188298  69.760599 707405.852918  43.553151
 21.188273  69.766147 707014.777219  43.514695
 21.188247  69.771696 706623.978416  43.476200
 21.188222  69.777244 706233.456976  43.437665
 21.188196  69.782792 705843.213361  43.399091
 21.188171  69.788340 705453.248042  43.360476
 21.188145  69.793888 705063.561814  43.321821
 21.188119  69.799436 704674.154702  43.283126
 21.188092  69.804985 704285.027286  43.244392
 21.188066  69.810533 703896.180036  43.205618
 21.188039  69.816081 703507.613421  43.166804
 21.188012  69.821629 703119.327912  43.127950
 21.187985  69.827177 702731.323979  43.089056
 21.187958  69.832725 702343.602096  43.050122
 21.187930  69.838273 701956.162454  43.011147
 21.187903  69.843821 701569.006036  42.972131
 21.187875  69.849370 701182.132770  42.933077
 21.187847  69.854918 700795.543448  42.893982
 21.187819  69.860466 700409.238543  42.854846
 21.187791  69.866014 700023.218527  42.815671
 21.187762  69.871562 699637.483883  42.776455
 21.187733  69.877110 699252.034892  42.737198
 21.187704  69.882658 698866.871946  42.697901
 21.187675  69.888206 698481.995800  42.658564
 21.187646  69.893754 698097.406936  42.619186
 21.187617  69.899302 697713.106078  42.579766
 21.187587  69.904850 697329.093156  42.540308
 21.187557  69.910398 696945.368958  42.500808
 21.187527  69.915946 696561.933963  42.461268
 21.187497  69.921494 696178.788331  42.421687
 21.187467  69.927042 695795.932830  42.382065
 21.187436  69.932590 695413.367981  42.342403
 21.187406  69.938138 695031.094272  42.302700
 21.187375  69.943686 694649.112184  42.262956
 21.187344  69.949233 694267.422205  42.223171
 21.187312  69.954781 693886.025064  42.183344
 21.187281  69.960329 693504.920619  42.143477
 21.187249  69.965877 693124.109608  42.103570
 21.187218  69.971425 692743.592654  42.063621
 21.187186  69.976973 692363.370251  42.023631
 21.187154  69.982521 691983.442884  41.983600
 21.187121  69.988069 691603.811046  41.943528
 21.187089  69.993616 691224.475231  41.903415
 21.187056  69.999164 690845.435926  41.863261
 21.187023  70.004712 690466.693542  41.823066
 21.186990  70.010260 690088.248889  41.782827
 21.186957  70.015808 689710.101927  41.742549
 21.186923  70.021355 689322.303680  41.702966
 21.186890  70.026903 688941.706679  41.662830
 21.186856  70.032451 688566.951885  41.622243
 21.186822  70.037999 688199.885804  41.581069
 21.186788  70.043546 687818.123896  41.540961
 21.186754  70.049094 687441.783682  41.500434
 21.186719  70.054642 687065.096994  41.459912
 21.186684  70.060190 686687.137423  41.419465
 21.186649  70.065737 686314.516651  41.378605
 21.186614  70.071285 685938.860714  41.337949
 21.186579  70.076833 685563.895597  41.297224
 21.186544  70.082380 685185.525264  41.256728
 21.186508  70.087928 684810.412940  41.215974
 21.186472  70.093476 684435.274362  41.175203
 21.186436  70.099023 684060.362811  41.134395
 21.186400  70.104571 683685.587849  41.093558
 21.186364  70.110118 683310.720387  41.052707
 21.186327  70.115666 682937.851741  41.011691
 21.186291  70.121214 682563.064208  40.970796
 21.186254  70.126761 682191.175148  40.929668
 21.186217  70.132309 681818.171551  40.888603
 21.186179  70.137856 681445.768063  40.847474
 21.186142  70.143404 681073.009704  40.806352
 21.186104  70.148951 680699.124740  40.765291
 21.186067  70.154499 680327.777728  40.724027
 21.186029  70.160046 679955.422927  40.682816
 21.185990  70.165594 679583.097629  40.641582
 21.185952  70.171141 679212.264713  40.600221
 21.185914  70.176689 678840.656853  40.558896
 21.185875  70.182236 678472.096273  40.517329
 21.185836  70.187784 678105.838419  40.475579
 21.185797  70.193331 677739.886576  40.433787
 21.185758  70.198878 677377.697766  40.391705
 21.185718  70.204426 677012.526716  40.349818
 21.185679  70.209973 676644.396854  40.308124
 21.185639  70.215520 676275.118400  40.266493
 21.185599  70.221068 675907.290758  40.224737
 21.185559  70.226615 675539.332371  40.182971
 21.185518  70.232162 675170.806351  40.141225
 21.185478  70.237710 674803.660694  40.099361
 21.185437  70.243257 674436.081829  40.057505
 21.185396  70.248804 674068.372594  40.015641
 21.185355  70.254352 673700.734759  39.973751
 21.185314  70.259899 673331.870564  39.931928
 21.185273  70.265446 672964.667509  39.889966
 21.185231  70.270993 672597.107065  39.848009
 21.185189  70.276541 672235.072466  39.805640
 21.185147  70.282088 671872.860960  39.763263
 21.185105  70.287635 671512.581891  39.720730
 21.185063  70.293182 671151.228541  39.678252
 21.185020  70.298729 670790.613506  39.635702
 21.184978  70.304276 670430.057416  39.593128
 21.184935  70.309824 670066.926095  39.550717
 21.184892  70.315371 669705.479246  39.508166
 21.184848  70.320918 669344.022981  39.465596
 21.184805  70.326465 668982.379693  39.423019
 21.184761  70.332012 668620.415880  39.380445
 21.184718  70.337559 668260.639631  39.337696
 21.184674  70.343106 667897.121131  39.295189
 21.184629  70.348653 667534.967895  39.252566
 21.184585  70.354200 667174.666042  39.209793
 21.184541  70.359747 666816.539113  39.166846
 21.184496  70.365294 666453.371381  39.124232
 21.184451  70.370841 666095.833493  39.081205
 21.184406  70.376388 665734.828534  39.038399
 21.184361  70.381935 665374.917269  38.995496
 21.184315  70.387482 665012.931054  38.952717
 21.184270  70.393029 664652.552811  38.909805
 21.184224  70.398576 664292.018155  38.866883
 21.184178  70.404123 663930.830656  38.823985
 21.184132  70.409670 663565.191417  38.781375
 21.184085  70.415216 663200.691143  38.738664
 21.184039  70.420763 662846.381376  38.695225
 21.183992  70.426310 662501.363313  38.651125
 21.183945  70.431857 662149.214956  38.607498
 21.183898  70.437404 661792.118949  38.564193
 21.183851  70.442951 661436.043178  38.520796
 21.183804  70.448497 661076.995813  38.477583
 21.183756  70.454044 660714.320048  38.434598
 21.183708  70.459591 660361.477518  38.390916
 21.183660  70.465138 660007.506575  38.347290
 21.183612  70.470684 659647.128450  38.304083
 21.183564  70.476231 659284.977770  38.260976
 21.183515  70.481778 658926.772862  38.217575
 21.183467  70.487324 658579.843892  38.173384
 21.183418  70.492871 658219.733819  38.130073
 21.183369  70.498418 657864.205222  38.086427
 21.183319  70.503964 657514.306065  38.042376
 21.183270  70.509511 657155.048535  37.998941
 21.183220  70.515057 656794.834355  37.955550
 21.183171  70.520604 656473.932942  37.909466
 21.183121  70.526150 656128.527551  37.865029
 21.183070  70.531697 655777.610503  37.820944
 21.183020  70.537243 655433.002506  37.776411
 21.182970  70.542790 655090.222183  37.731733
 21.182919  70.548336 654748.666957  37.686954
 21.182868  70.553883 654406.364577  37.642205
 21.182817  70.559429 654057.166783  37.597901
 21.182766  70.564976 653688.124758  37.554912
 21.182714  70.570522 653362.600125  37.508971
 21.182663  70.576069 653026.867187  37.463699
 21.182611  70.581615 652680.345090  37.419132
 21.182559  70.587161 652329.335594  37.374844
 21.182507  70.592708 651988.364479  37.329862
 21.182454  70.598254 651618.881481  37.286768
 21.182402  70.603800 651237.297744  37.244457
 21.182349  70.609347 650953.500939  37.195591
 21.182296  70.614893 650605.493937  37.150996
 21.182243  70.620439 650263.044751  37.106009
 21.182190  70.625985 649916.030423  37.061305
 21.182137  70.631532 649570.839258  37.016458
 21.182083  70.637078 649226.891611  36.971507
 21.182029  70.642624 648871.435228  36.927298
 21.181975  70.648170 648517.168936  36.882987
 21.181921  70.653716 648182.181611  36.837377
 21.181867  70.659263 647829.385621  36.792925
 21.181812  70.664809 647473.290052  36.748667
 21.181758  70.670355 647153.195188  36.702010
 21.181703  70.675901 646817.085085  36.656392
 21.181648  70.681447 646489.622426  36.610184
 21.181593  70.686993 646130.497746  36.566038
 21.181537  70.692539 645791.198518  36.520566
 21.181482  70.698085 645436.756099  36.476066
 21.181426  70.703631 645091.774847  36.430922
 21.181370  70.709177 644744.965983  36.385876
 21.181314  70.714723 644397.916385  36.340823
 21.181257  70.720269 644005.912872  36.298682
 21.181201  70.725815 643721.952863  36.249466
 21.181144  70.731361 643353.404357  36.205747
 21.181087  70.736907 643004.907757  36.160695
 21.181030  70.742453 642683.351645  36.113871
 21.180973  70.747998 642356.088521  36.067398
 21.180916  70.753544 642029.405926  36.020867
 21.180858  70.759090 641687.528849  35.975300
 21.180800  70.764636 641371.907625  35.928013
 21.180742  70.770182 641027.405463  35.882573
 21.180684  70.775727 640690.444393  35.836623
 21.180626  70.781273 640377.797594  35.789084
 21.180567  70.786819 640052.771281  35.742324
 21.180509  70.792365 639724.688239  35.695741
 21.180450  70.797910 639389.762047  35.649576
 21.180391  70.803456 639047.817256  35.603837
 21.180332  70.809002 638722.286577  35.557026
 21.180272  70.814547 638381.778847  35.511152
 21.180213  70.820093 638048.401711  35.464800
 21.180153  70.825638 637706.384688  35.418977
 21.180093  70.831184 637410.624298  35.370182
 21.180033  70.836729 637080.812648  35.323539
 21.179972  70.842275 636757.771275  35.276444
 21.179912  70.847821 636431.784895  35.229516
 21.179851  70.853366 636120.394625  35.181640
 21.179790  70.858911 635766.049485  35.136467
 21.179729  70.864457 635382.832466  35.093097
 21.179668  70.870002 634990.680780  35.050260
 21.179607  70.875548 634729.120790  34.999145
 21.179545  70.881093 634451.676654  34.949022
 21.179483  70.886639 634130.669498  34.901629
 21.179422  70.892184 633800.714914  34.854778
 21.179359  70.897729 633460.510290  34.808548
 21.179297  70.903275 633086.525500  34.764415
 21.179235  70.908820 632814.711080  34.713848
 21.179172  70.914365 632479.935942  34.667210
 21.179109  70.919910 632124.715267  34.621826
 21.179046  70.925456 631779.118897  34.575815
 21.178983  70.931001 631471.057579  34.527438
 21.178919  70.936546 631111.273089  34.482261
 21.178856  70.942091 630778.545227  34.435376
 21.178792  70.947636 630466.637035  34.387173
 21.178728  70.953181 630143.885867  34.339624
 21.178664  70.958726 629862.642290  34.289480
 21.178600  70.964272 629552.338037  34.241119
 21.178535  70.969817 629238.069457  34.192983
 21.178471  70.975362 628923.905347  34.144821
 21.178406  70.980907 628601.088570  34.097170
 21.178341  70.986452 628296.020380  34.048405
 21.178276  70.991997 627934.909414  34.003067
 21.178210  70.997542 627647.645544  33.953164
 21.178145  71.003087 627336.187879  33.904727
 21.178079  71.008631 627063.913171  33.853872
 21.178013  71.014176 626745.845414  33.805802
 21.177947  71.019721 626445.799239  33.756611
 21.177881  71.025266 626140.389163  33.707727
 21.177814  71.030811 625830.020407  33.659125
 21.177747  71.036356 625525.846534  33.610126
 21.177681  71.041901 625181.155376  33.563568
 21.177614  71.047445 624899.432009  33.513163
 21.177546  71.052990 624591.623739  33.464323
 21.177479  71.058535 624284.608256  33.415413
 21.177411  71.064079 623977.613491  33.366482
 21.177344  71.069624 623670.422501  33.317542
 21.177276  71.075169 623360.191708  33.268761
 21.177208  71.080713 623046.706163  33.220158
 21.177139  71.086258 622730.128133  33.171718
 21.177071  71.091803 622413.075531  33.123284
 21.177002  71.097347 622090.435653  33.075162
 21.176933  71.102892 621774.999042  33.026586
 21.176864  71.108436 621447.560083  32.978704
 21.176795  71.113981 621101.274900  32.931922
 21.176726  71.119525 620825.545271  32.880907
 21.176656  71.125070 620467.261342  32.834790
 21.176587  71.130614 620168.486409  32.785105
 21.176517  71.136159 619866.652963  32.735581
 21.176447  71.141703 619580.536817  32.685103
 21.176376  71.147247 619289.106656  32.634923
 21.176306  71.152792 618989.926051  32.585182
 21.176235  71.158336 618683.701374  32.535836
 21.176164  71.163880 618380.201334  32.486308
 21.176093  71.169424 618074.973072  32.436860
 21.176022  71.174969 617770.162117  32.387366
 21.175951  71.180513 617469.419053  32.337611
 21.175879  71.186057 617159.814993  32.288355
 21.175808  71.191601 616845.931174  32.239326
 21.175736  71.197146 616572.754077  32.187894
 21.175664  71.202690 616259.555296  32.138781
 21.175591  71.208234 615975.538266  32.087944
 21.175519  71.213778 615644.598497  32.039817
 21.175446  71.219322 615299.915589  31.992464
 21.175374  71.224866 615036.567293  31.940362
 21.175301  71.230410 614758.857232  31.889076
 21.175227  71.235954 614398.635601  31.842547
 21.175154  71.241498 614099.327263  31.792467
 21.175080  71.247042 613838.398354  31.740150
 21.175007  71.252586 613557.859343  31.688948
 21.174933  71.258130 613275.384312  31.637839
 21.174859  71.263674 613032.822102  31.584419
 21.174785  71.269217 612747.849876  31.533418
 21.174710  71.274761 612458.481359  31.482649
 21.174636  71.280305 612163.294120  31.432192
 21.174561  71.285849 611872.935572  31.381436
 21.174486  71.291393 611584.410625  31.330557
 21.174411  71.296936 611268.546522  31.281212
 21.174335  71.302480 610998.498153  31.229240
 21.174260  71.308024 610712.084051  31.178178
 21.174184  71.313567 610427.169185  31.127011
 21.174108  71.319111 610139.393866  31.075985
 21.174032  71.324655 609852.466480  31.024891
 21.173956  71.330198 609565.083173  30.973801
 21.173879  71.335742 609274.122107  30.922892
 21.173803  71.341285 608984.718779  30.871874
 21.173726  71.346829 608703.215096  30.820391
 21.173649  71.352372 608411.542561  30.769458
 21.173572  71.357916 608120.032245  30.718494
 21.173495  71.363459 -9999.000000 -9999.000000
 21.173417  71.369002 -9999.000000 -9999.000000
 21.173339  71.374546 -9999.000000 -9999.000000
 21.173261  71.380089 -9999.000000 -9999.000000
 21.173183  71.385633 -9999.000000 -9999.000000
 21.173105  71.391176 -9999.000000 -9999.000000
 21.173027  71.396719 -9999.000000 -9999.000000
 21.172948  71.402262 -9999.000000 -9999.000000
 21.172869  71.407806 -9999.000000 -9999.000000
 21.172790  71.413349 -9999.000000 -9999.000000
 21.172711  71.418892 -9999.000000 -9999.000000
 21.183703  69.610775 -9999.000000 -9999.000000
 21.183682  69.616321 -9999.000000 -9999.000000
 21.183661  69.621869 -9999.000000 -9999.000000
 21.183641  69.627418 -9999.000000 -9999.000000
 21.183620  69.632966 -9999.000000 -9999.000000
 21.183599  69.638514 -9999.000000 -9999.000000
 21.183578  69.644062 -9999.000000 -9999.000000
 21.183557  69.649610 -9999.000000 -9999.000000
 21.183536  69.655159 -9999.000000 -9999.000000
 21.183514  69.660707 -9999.000000 -9999.000000
 21.183492  69.666255 -9999.000000 -9999.000000
 21.183470  69.671803 -9999.000000 -9999.000000
 21.183448  69.677351 -9999.000000 -9999.000000
 21.183426  69.682899 -9999.000000 -9999.000000
 21.183403  69.688447 -9999.000000 -9999.000000
 21.183381  69.693996 -9999.000000 -9999.000000
 21.183358  69.699544 -9999.000000 -9999.000000
 21.183335  69.705092 -9999.000000 -9999.000000
 21.183312  69.710640 -9999.000000 -9999.000000
 21.183288  69.716188 -9999.000000 -9999.000000
 21.183265  69.721736 -9999.000000 -9999.000000
 21.183241  69.727284 -9999.000000 -9999.000000
